title,artist,album,duration_seconds,audio_url,jamendo_track_id,jamendo_album_id
When I Have You,Robert Avellanet,Heart & Soul,226,https://prod-1.storage.jamendo.com/?trackid=1119657&format=mp32&from=R0BfS2P1%2FUQOJKFJabRtyw%3D%3D%7CSr0KIvrC0lhnvZGyUnEpgA%3D%3D,1119657,133798
Tunnel Vision,Jill Zimmerman,Earthbound,201,https://prod-1.storage.jamendo.com/?trackid=1051198&format=mp32&from=%2B%2B1eyYOdCxSihi17Z7NWlw%3D%3D%7C4HFeMF0ynriXsEEq1a9YwQ%3D%3D,1051198,123814
Remembering Ten,Jonathan Dimmel,Closer at the start,310,https://prod-1.storage.jamendo.com/?trackid=484333&format=mp32&from=bZocMu%2Bf9uSi9k8rjMCsXg%3D%3D%7COx0w%2BL2p7%2Fb4hOsveSY%2FFg%3D%3D,484333,57010
This Ain't Love,Jyant,Love Overdose,220,https://prod-1.storage.jamendo.com/?trackid=1307225&format=mp32&from=DKLZ4e%2F0aU077Q%2BIcPLnKw%3D%3D%7CEFTVHpg%2B4SjgjZyzoDgPJg%3D%3D,1307225,155382
Sunset,Chasing Eidolon,Chasing Eidolon,225,https://prod-1.storage.jamendo.com/?trackid=623193&format=mp32&from=LNMnaF9j0u3RKS8ysN0XrQ%3D%3D%7CNtrPGIKoL54VYWWSQHE7PQ%3D%3D,623193,72189
The Walk,JARA,BASOREXIA [MIXTAPE],187,https://prod-1.storage.jamendo.com/?trackid=1214598&format=mp32&from=BYS39UPlO7GvHZbbF0yimw%3D%3D%7Cjno4tGfzsbp5nK37S7uTHQ%3D%3D,1214598,145734
I'm Getting Better,Jonathan Dimmel,The Worst and Best,244,https://prod-1.storage.jamendo.com/?trackid=938328&format=mp32&from=4Zf0tLSDySkrLB4s9fWO4Q%3D%3D%7CxzbauJXI%2Ftw2iwhYG36qFw%3D%3D,938328,110159
Johnnie,Swear and Shake,Extended Play,165,https://prod-1.storage.jamendo.com/?trackid=745869&format=mp32&from=qsEKHF%2FWWD2j4dgUSXkTUw%3D%3D%7C1NBzqp%2FO%2Br5Ikenib7PhKQ%3D%3D,745869,87162
Slip Away,Backnbloom,Music for the Modern Monkey,228,https://prod-1.storage.jamendo.com/?trackid=1071006&format=mp32&from=BEtEhgZ9kj0NJNSQ9k%2BBNg%3D%3D%7Cv0gUjQcZBhsQqNIsjq6sbw%3D%3D,1071006,126867
Demon,Marco Margna,Marco Margna Music Library 1,207,https://prod-1.storage.jamendo.com/?trackid=1121395&format=mp32&from=ObHE0wTohScCVo7IGban8Q%3D%3D%7CpMR2o3dx5Iek2wKeQh9epg%3D%3D,1121395,134004
Let Me Go,STEEP,Your Reality,129,https://prod-1.storage.jamendo.com/?trackid=43886&format=mp32&from=Q6TxtgI7D11sIgQwqIgcfQ%3D%3D%7C6N3cN4AIjwG4rIsQQS5b3w%3D%3D,43886,5283
Promises,Jonathan Dimmel,Closer at the start,333,https://prod-1.storage.jamendo.com/?trackid=484334&format=mp32&from=pRLM6292pvn1QmSJH6QfoQ%3D%3D%7CB%2FGau04h0DAnLtMBPoGXWw%3D%3D,484334,57010
Back Chat - Jesta,Jesta,Back Chat - Single,232,https://prod-1.storage.jamendo.com/?trackid=626918&format=mp32&from=z3eKwe6a2NnKrKvGQQIwTg%3D%3D%7C0aAtuA2vnSTnRFCfctn%2Bxg%3D%3D,626918,72578
A Better Place,Deanmoore,Caught in the Moment,138,https://prod-1.storage.jamendo.com/?trackid=763476&format=mp32&from=lXsGVdPCDw15kWyNx0Nq2A%3D%3D%7C3IYh4VurYSdlVwTc3NXtqw%3D%3D,763476,89391
The One and Only,Robert Avellanet,Heart & Soul,239,https://prod-1.storage.jamendo.com/?trackid=1119659&format=mp32&from=y1a2VYiCuBcj2bQQJYC%2F2Q%3D%3D%7CpMbu054HkxsRf%2BoTmxfJrw%3D%3D,1119659,133798
Legends,Galdson,Roots,171,https://prod-1.storage.jamendo.com/?trackid=14024&format=mp32&from=fxptPnQs2FYLsjPUSLH7VA%3D%3D%7CuUq%2FD8vBbwejeoEZURiF7g%3D%3D,14024,2007
The Saymory - The Mirror Of You(Dr.Synthetique mix) wav,the saymory,The Mirror Of You,198,https://prod-1.storage.jamendo.com/?trackid=380962&format=mp32&from=qsQj49ghwZb5CCWYart41Q%3D%3D%7Cj1mOqgRrMR3fZ8UFXlIPMg%3D%3D,380962,48368
Lies,Jonathan Dimmel,The Worst and Best,234,https://prod-1.storage.jamendo.com/?trackid=938332&format=mp32&from=EaYOAaXzcjMSilxl5UlRGA%3D%3D%7C3g3KAvvcNXDp2PqzMEGcEg%3D%3D,938332,110159
Heavy Hopes,The Ease Down,Shapeshifter,207,https://prod-1.storage.jamendo.com/?trackid=35574&format=mp32&from=uP%2Fab5ofOLSp5JWrxlhqSw%3D%3D%7CldFGwrCMWSmFVPAd2G%2FmVw%3D%3D,35574,4336
Blancoz - La solita storia pt.2,Blancoz,Vecchi Pezzi Mixtape,953,https://prod-1.storage.jamendo.com/?trackid=1539824&format=mp32&from=elmIxnds7sswoXxlzQHUGg%3D%3D%7CMcpWDUf7U%2FVHR33pj26kNg%3D%3D,1539824,176194
Waves,studyBreak,Say Goodbye Now,252,https://prod-1.storage.jamendo.com/?trackid=1234661&format=mp32&from=fSPzvH1WV3MEFysTjVrwKA%3D%3D%7CoC2tSNNYLROIa6h%2FGNu5bw%3D%3D,1234661,148029
Nebulous Notions,Revolution Void,Increase the Dosage,417,https://prod-1.storage.jamendo.com/?trackid=15665&format=mp32&from=Ep1LVcHN20ACSPLvmbiPqg%3D%3D%7Cg6Z9wiqlSmQO8V6WbqH5Vg%3D%3D,15665,2225
Star Fall,Sunwill,Star Fall (Single),184,https://prod-1.storage.jamendo.com/?trackid=1086545&format=mp32&from=6HUM08BuITJKm8jSBJc%2FDw%3D%3D%7C1e5NSq1fgsavx%2BosHiHTtw%3D%3D,1086545,129505
Dos Diamantes,Javier Jerez,En un mundo que no consigo arañar,231,https://prod-1.storage.jamendo.com/?trackid=1071847&format=mp32&from=xcgtTWA8%2BDSCMHobINWolA%3D%3D%7Ci%2BtwTSi1JNsnHk8S8p1KMQ%3D%3D,1071847,127169
Get Lost,Anne Davis,"Letters, Prayers, and Journal Entries",222,https://prod-1.storage.jamendo.com/?trackid=1107413&format=mp32&from=LNKroxgygUNYpqhPhMpudA%3D%3D%7CSONV3YG1nNQ0syefHmi5ww%3D%3D,1107413,132249
To Die For,JARA,BASOREXIA [MIXTAPE],158,https://prod-1.storage.jamendo.com/?trackid=1214597&format=mp32&from=%2B5uGxUsu5tzEJjZimqjblg%3D%3D%7CzoCc1FojHvxsnmliEWLl3A%3D%3D,1214597,145734
lemmings in love,pornophonique,8-bit lagerfeuer,312,https://prod-1.storage.jamendo.com/?trackid=81742&format=mp32&from=6ZYowt9PNdTygSP70rJLOg%3D%3D%7CdxoXUUWYksypUa5Tf5T%2BJg%3D%3D,81742,7505
Poetic Pitbull Revolutions,Diablo Swing Orchestra,The Butcher's Ballroom,291,https://prod-1.storage.jamendo.com/?trackid=391014&format=mp32&from=c6hJQdkJeHRQqUqgverzoQ%3D%3D%7CI7g9Pi1LKDUotv6pLNLWNg%3D%3D,391014,49216
Heart and Soul,Robert Avellanet,Heart & Soul,265,https://prod-1.storage.jamendo.com/?trackid=1119677&format=mp32&from=ceY9khgmMXLOMbeJpiTpcg%3D%3D%7Chja7paZed3%2BmciJ51ZpEow%3D%3D,1119677,133798
"Oh, Conspiracy",Flat People,Flat People,218,https://prod-1.storage.jamendo.com/?trackid=645960&format=mp32&from=IriEQE4u0b4C0deMR%2FHfIQ%3D%3D%7CBHeeN28szu9W0Rq5aLBAmw%3D%3D,645960,74857
Hold Me Tonight,JARA,BASOREXIA [MIXTAPE],184,https://prod-1.storage.jamendo.com/?trackid=1214596&format=mp32&from=j1ebNeohkOZu22zPevtIjA%3D%3D%7C8pMTiPq3T%2FyPqxqI5KzINw%3D%3D,1214596,145734
Temple Of Contradictions,Anne Davis,"Letters, Prayers, and Journal Entries",242,https://prod-1.storage.jamendo.com/?trackid=1107411&format=mp32&from=uSkWdw4uzl%2F8QXehqln%2Brw%3D%3D%7CIf8UQBRU0Ei5fKRxej8OFg%3D%3D,1107411,132249
Wild Hearts (feat. Ashley Jana),David Amber,"David Amber and Friends, Vol. 1",257,https://prod-1.storage.jamendo.com/?trackid=1243464&format=mp32&from=IaxmQi1XK3mVW%2BomdI%2BGUQ%3D%3D%7CdaSFha8D0teSQlUM%2F31YmA%3D%3D,1243464,149020
I Only Care About You When You're Gone,Leslie Hunt,Your Hair is on Fire,207,https://prod-1.storage.jamendo.com/?trackid=469573&format=mp32&from=ReoFsIHRSNlsNxi3DCs%2BSA%3D%3D%7CMDQnNhWlReRHnUqm4bfx0Q%3D%3D,469573,55594
"Second Time Around (feat. Ashley Jana, Raymond Lee, and Ryan Notes)",David Amber,"David Amber and Friends, Vol. 1",214,https://prod-1.storage.jamendo.com/?trackid=1243465&format=mp32&from=lOPzwKuE2DjyddQIRbQT0w%3D%3D%7CyiWjs1Ep3f0HcfPcYhEddw%3D%3D,1243465,149020
I Cleaned Up,JARA,BASOREXIA [MIXTAPE],208,https://prod-1.storage.jamendo.com/?trackid=1214590&format=mp32&from=8gXPkmLG4Aby4R4RAcMl0A%3D%3D%7CqwZOuE171GKlV9%2FR1d7JJA%3D%3D,1214590,145734
Down Day,Leslie Hunt,Your Hair is on Fire,290,https://prod-1.storage.jamendo.com/?trackid=469577&format=mp32&from=uNxuqvHQUS17nCHbbdrTfw%3D%3D%7Csf56BQWI5RL0ZbB2eGNcEQ%3D%3D,469577,55594
I want you,Lollita,Lollita,203,https://prod-1.storage.jamendo.com/?trackid=1015364&format=mp32&from=vPOrSDVh38kk%2F7tvov6OYg%3D%3D%7CrJRoShD%2B12JyP7ePG3yZBg%3D%3D,1015364,119554
Oh baby (featuring Blunty),Lollita,Lollita,220,https://prod-1.storage.jamendo.com/?trackid=1015363&format=mp32&from=osIdqWgXYIMlCu0nrdTA1g%3D%3D%7CrkGwfyPO9RxVBr1wxD2vBA%3D%3D,1015363,119554
Follow me,Silence,L'autre endroit,239,https://prod-1.storage.jamendo.com/?trackid=5347&format=mp32&from=QDlTyP3dWQUTU%2FVg6Ln8vw%3D%3D%7COy1sFdPmT1O1Xm44qJrz5Q%3D%3D,5347,830
Here to Stay (feat. Amanda Droste),David Amber,"David Amber and Friends, Vol. 2",205,https://prod-1.storage.jamendo.com/?trackid=1295442&format=mp32&from=FkJ37BoOyhjtFpzmz45sYA%3D%3D%7C72aW7kqbwNnNFFRogRbpDA%3D%3D,1295442,154229
Basorexia,JARA,BASOREXIA [MIXTAPE],180,https://prod-1.storage.jamendo.com/?trackid=1214593&format=mp32&from=rh1F7DFwLTrrNgk5jaZVrg%3D%3D%7CZN%2FQBvnBnNazwE5C7GEOSA%3D%3D,1214593,145734
Yes or No,studyBreak,Say Goodbye Now,220,https://prod-1.storage.jamendo.com/?trackid=1234660&format=mp32&from=eGV8LlTM3PU%2B3TGIy%2FiMtQ%3D%3D%7COIYzfBYdXSVofV6D0MItBA%3D%3D,1234660,148029
Burnin Star,StrangeZero,Rapidly Unexpected (EP),376,https://prod-1.storage.jamendo.com/?trackid=1378740&format=mp32&from=hUo%2FC1iziKWWqPr5aqJzVg%3D%3D%7Cuqnkz5r2BdN9vRPq1itG%2Fw%3D%3D,1378740,161989
Surely Dont,JARA,BASOREXIA [MIXTAPE],134,https://prod-1.storage.jamendo.com/?trackid=1214599&format=mp32&from=SzOOJ47GW0MnDiLmFcQLTA%3D%3D%7Cej4sO9HFZLrzH7BTUHf31A%3D%3D,1214599,145734
Thats How You Like It,JARA,BASOREXIA [MIXTAPE],242,https://prod-1.storage.jamendo.com/?trackid=1214595&format=mp32&from=eXu7DtFXoLGclVBE3TInHg%3D%3D%7CiB89Gf01fWBsvxRbO0jv3Q%3D%3D,1214595,145734
Leather Jacket,JARA,BASOREXIA [MIXTAPE],198,https://prod-1.storage.jamendo.com/?trackid=1214594&format=mp32&from=b5navyDe1kykvWPGCd%2B%2FMA%3D%3D%7C2%2FT3W2MX7FO6T9BU2K%2BDDg%3D%3D,1214594,145734
Stop!,Silence,L'autre endroit,248,https://prod-1.storage.jamendo.com/?trackid=5341&format=mp32&from=TPqWpbOZMz3Li1QZKSyOUw%3D%3D%7CUp88DTeyIt3hk6wc6LA6uQ%3D%3D,5341,830
Effacé,Silence,L'autre endroit,363,https://prod-1.storage.jamendo.com/?trackid=5343&format=mp32&from=OrXN%2FNOMKu0ri7VLU4eLVA%3D%3D%7CXMm%2Bs5kzR%2FmM3whBIdQ2nA%3D%3D,5343,830
Mi soledad,Lubok,Momentos para la diversión,221,https://prod-1.storage.jamendo.com/?trackid=897781&format=mp32&from=LgbnKjRreApnODeOlMRpZw%3D%3D%7CqQZkcCbHqspa5Zy4uH5UUg%3D%3D,897781,105634
PISSED OFF,NYCO,TWO,271,https://prod-1.storage.jamendo.com/?trackid=150411&format=mp32&from=qYvrev3tFVaT3xz5vBY6wA%3D%3D%7CA5%2FAEo%2BDB%2BAYjsKDQvhEKA%3D%3D,150411,21530
Making Me Nervous,Brad Sucks,I Don't Know What I'm Doing,159,https://prod-1.storage.jamendo.com/?trackid=30058&format=mp32&from=%2BnAY%2BxtsjFtwLg6lR1eOnA%3D%3D%7CerXzyqY3ytMEkIkWwTg4cA%3D%3D,30058,3798
Choices,studyBreak,Say Goodbye Now,204,https://prod-1.storage.jamendo.com/?trackid=1234662&format=mp32&from=cLROtB8QxRL%2FnaVbdXp3Jw%3D%3D%7CekS8Q1BlGrNAbREa5I95UQ%3D%3D,1234662,148029
Larmes,Silence,L'autre endroit,202,https://prod-1.storage.jamendo.com/?trackid=5346&format=mp32&from=7qG9c4%2FY%2FXgAsTgG4YnMPQ%3D%3D%7Cfou%2BPojdMoi0IhXkDQdLTA%3D%3D,5346,830
From Here,Danielle Helena,Like Sunrise,298,https://prod-1.storage.jamendo.com/?trackid=1358662&format=mp32&from=paRG%2F8hc8%2BlufvCRZSE7hA%3D%3D%7CURugoBHxibMh0LEUxJpupQ%3D%3D,1358662,158365
Love of My Life,Ben Lvcas,Love of My Life,161,https://prod-1.storage.jamendo.com/?trackid=1876086&format=mp32&from=bBIjQvcSOhFBc8xac80wjw%3D%3D%7CL72AtlCrRGtVvgEfwczPAg%3D%3D,1876086,450676
Cali,Barefoot McCoy,Bye Bye Bluebird,295,https://prod-1.storage.jamendo.com/?trackid=1428765&format=mp32&from=RDbe7KWa0erD2CxMCQ%2Fy%2FQ%3D%3D%7CuTZVBDSv2EmzclCA2YUH%2Fg%3D%3D,1428765,166521
Particule,Silence,L'autre endroit,268,https://prod-1.storage.jamendo.com/?trackid=5345&format=mp32&from=bwpLM27j%2Fqq2MDx7nSKg9A%3D%3D%7CjqAWAgnVWKdyPbmAQqpFGw%3D%3D,5345,830
Deeper For You,Melanie Ungar,What Is Love,229,https://prod-1.storage.jamendo.com/?trackid=1204670&format=mp32&from=xxFGmsP3oHo7gMMWmG20NA%3D%3D%7CXGEVSi3d1bDhq%2FQ%2FgWCJIQ%3D%3D,1204670,144705
OUT OF MY HEAD,NYCO,REALIZE PPO,258,https://prod-1.storage.jamendo.com/?trackid=150486&format=mp32&from=I732dO6upiRNxQ%2BOrGbYdg%3D%3D%7CTMOR9cVg7D%2Bhn9UoLERs1w%3D%3D,150486,21541
Mr.&Mrs Rains,Intoxicated Piano,Vice Versa,205,https://prod-1.storage.jamendo.com/?trackid=1070219&format=mp32&from=NxNALgHzJq2UyrppOeBZpw%3D%3D%7ClZi5lW1UyPFaptOUMGCgrA%3D%3D,1070219,126608
World War III Rocketeer,The Very Sexuals,Post-Apocalyptic Love,158,https://prod-1.storage.jamendo.com/?trackid=304926&format=mp32&from=%2FtoRR9uVp32Lj9Hv5gmxCg%3D%3D%7Co%2BLhs3NGBKpqLDLSeUcWbQ%3D%3D,304926,41474
Aquanue,Malika Rai,Seduction Time,186,https://prod-1.storage.jamendo.com/?trackid=644670&format=mp32&from=1YEL4Y%2B4ECZZC2Qm9AzzHw%3D%3D%7CQ%2BgP0HdhAdOAn5tuLUJjdw%3D%3D,644670,74688
Won't Give Up,This is lizzard,Won't Give Up,204,https://prod-1.storage.jamendo.com/?trackid=766322&format=mp32&from=2if0RhKMuZFd%2B6fnh0lPyA%3D%3D%7CkdGqJx33EzZdwAkLX5woCQ%3D%3D,766322,89753
PerfectFit,Malika Rai,Seduction Time,233,https://prod-1.storage.jamendo.com/?trackid=644676&format=mp32&from=KJg7DL65MZkKe7wz2xiSow%3D%3D%7CSo7GyY6O%2BT4UcZ4JRoWB3Q%3D%3D,644676,74688
Calling You,Sam Garbett,Calling You,364,https://prod-1.storage.jamendo.com/?trackid=1309302&format=mp32&from=PThf5QLM%2FKRLey6aWgOvvw%3D%3D%7CgUefah1XN%2FD89CPOrU7Z%2BQ%3D%3D,1309302,233636
The Soundtrack Of Our Summer,The League,The Soundtrack Of Your Summer,143,https://prod-1.storage.jamendo.com/?trackid=319978&format=mp32&from=JzkXVsWxs11084CkrVk%2FVw%3D%3D%7CLgmOj6Hmdu%2Bokk2dAyJx3A%3D%3D,319978,43184
All The Things She Said,MoOt,Life Is Talkin' Misery,164,https://prod-1.storage.jamendo.com/?trackid=698482&format=mp32&from=GgujjV40Culo2frISJmZKw%3D%3D%7CS%2BAmashNrsvFGcGNpDWqug%3D%3D,698482,81443
Rag Doll Physics,Diablo Swing Orchestra,The Butcher's Ballroom,233,https://prod-1.storage.jamendo.com/?trackid=391005&format=mp32&from=hAJ1ktK3IGMaKO4agTIX6A%3D%3D%7CH2edGzD53aEKz4dBKZBVaQ%3D%3D,391005,49216
Vernissage - Parole Leben,Vernissage,Irgendwann,256,https://prod-1.storage.jamendo.com/?trackid=941895&format=mp32&from=5ro67ghjTdNQrItB2K9q7Q%3D%3D%7CuftD0o4t1vRlpfw%2BVDqCcA%3D%3D,941895,110651
Just to be OK,NODREAMS,Animal Soul,201,https://prod-1.storage.jamendo.com/?trackid=802591&format=mp32&from=sZ5DCzdrVf4RQHoPCWPmQQ%3D%3D%7C%2BLZQPvD6Z05udYmRPRVSGg%3D%3D,802591,93936
SURRENDER,NYCO,TWO,238,https://prod-1.storage.jamendo.com/?trackid=150378&format=mp32&from=CAEeotYA7K75pk3VGN%2F9ig%3D%3D%7CD6UiVm7Pr5hRgYlMbxHOMQ%3D%3D,150378,21530
The Soft and Rising Dawn,Paul Lisak & After The Ice,Commence,256,https://prod-1.storage.jamendo.com/?trackid=744852&format=mp32&from=CB9Der53P743BDZ8tJQcnQ%3D%3D%7CCd2VXqNYXu6S4tfh%2F421gA%3D%3D,744852,87081
Unfortunate lovestory,The Nuri,Masquerade,192,https://prod-1.storage.jamendo.com/?trackid=421660&format=mp32&from=7K2AQ6gAxYunoAH7c4GPcQ%3D%3D%7CBGP2VTUDz3xaE%2FpWy6HxOQ%3D%3D,421660,51693
Gunpowder Chant,Diablo Swing Orchestra,The Butcher's Ballroom,110,https://prod-1.storage.jamendo.com/?trackid=391013&format=mp32&from=uFKcCm0N2X04pY4CM6nN5g%3D%3D%7CYtASq3TVOy7JQKsENZplOw%3D%3D,391013,49216
D'angelo,Diablo Swing Orchestra,The Butcher's Ballroom,114,https://prod-1.storage.jamendo.com/?trackid=391003&format=mp32&from=z1iw0BJBnEMUnTtvXNquvw%3D%3D%7CAmR4xE7xpsN05wl1MXdFng%3D%3D,391003,49216
C'est La Vie,NaTtA,C`est La Vie,191,https://prod-1.storage.jamendo.com/?trackid=1110279&format=mp32&from=%2FC8J%2BnT16%2B86Frx569dV8Q%3D%3D%7Cki%2BM1Zn8Lf6fWGTyoSR4QQ%3D%3D,1110279,132671
Wedding March for a Bullet,Diablo Swing Orchestra,The Butcher's Ballroom,193,https://prod-1.storage.jamendo.com/?trackid=391006&format=mp32&from=UccRGCfFnSMCZHuY%2BQwclA%3D%3D%7CvbcUkYKh7CjlZdnS95FCRQ%3D%3D,391006,49216
Sale,Silence,L'autre endroit,139,https://prod-1.storage.jamendo.com/?trackid=5344&format=mp32&from=3u1gthaHEeQbCVfaDT0T2A%3D%3D%7CIVmKCBcGNrw1Fe2gO1kIGg%3D%3D,5344,830
OFFICE DAYS,NYCO,REALIZE PPO,294,https://prod-1.storage.jamendo.com/?trackid=150483&format=mp32&from=vEnTIQ2GSpAI873ITem9DA%3D%3D%7CvHFWPk0y0YLfmxfs3kbJJA%3D%3D,150483,21541
LET ME IN,NYCO,TWO,238,https://prod-1.storage.jamendo.com/?trackid=150380&format=mp32&from=knfrnZWQRsU69ZZl2krwhQ%3D%3D%7CuWHOs7k88sLLClUQP0ey3A%3D%3D,150380,21530
Expérience,Silence,L'autre endroit,84,https://prod-1.storage.jamendo.com/?trackid=5342&format=mp32&from=HZUDp5wXAR5%2BgiYFmgS2AQ%3D%3D%7CCf3gMnzqYYXIrr4QDqdWag%3D%3D,5342,830
the state i'm in,Blakeley Walker Band,The state I'm in,257,https://prod-1.storage.jamendo.com/?trackid=860387&format=mp32&from=FXqLjM6khhhXwGd7AXPE4Q%3D%3D%7CKNFPkRxczEbI517mJPviWA%3D%3D,860387,100720
Infralove,Diablo Swing Orchestra,The Butcher's Ballroom,294,https://prod-1.storage.jamendo.com/?trackid=391004&format=mp32&from=ZmoTiz7%2FSTXR9DQRc0IdLg%3D%3D%7CjFWbHf7DxQonb4xalQGrRw%3D%3D,391004,49216
As We Were,Jediah,Flight,292,https://prod-1.storage.jamendo.com/?trackid=121463&format=mp32&from=%2BB%2BR4RlgCbZdxAIG5eBfew%3D%3D%7CoFf5sCunzmroLuAGJbYrhA%3D%3D,121463,16880
Perfect combination,NODREAMS,Animal Soul,208,https://prod-1.storage.jamendo.com/?trackid=802581&format=mp32&from=kyaEuJ84V8AzNnP0fOaKmQ%3D%3D%7CQLG4YCg%2BS1fyH7ikvB6M8w%3D%3D,802581,93936
"Madly, Deeply",Melanie Ungar,What Is Love,250,https://prod-1.storage.jamendo.com/?trackid=1204663&format=mp32&from=SoLbzgh23N3dSFORL3mJcw%3D%3D%7CxP9NfOfn3MD4HP8521UQcg%3D%3D,1204663,144705
Velvet Embracer,Diablo Swing Orchestra,The Butcher's Ballroom,245,https://prod-1.storage.jamendo.com/?trackid=391007&format=mp32&from=h%2F1es9NRGGKknNQ6noJp8w%3D%3D%7C3xBIh91elebJ750e6KHZig%3D%3D,391007,49216
Born Free,Pokki DJ,Born Free,212,https://prod-1.storage.jamendo.com/?trackid=1179546&format=mp32&from=9inWUd2l5T4k6gQvYWuGpA%3D%3D%7CuGKluywQZ7dnwpgwiRzupQ%3D%3D,1179546,208571
Show Me What You Got,14ice_music,Show Me What You Got,218,https://prod-1.storage.jamendo.com/?trackid=951448&format=mp32&from=PM8BeuH4syauBDbRqVljWw%3D%3D%7C0A425Qc%2FdGYrI2mHhP3Wgg%3D%3D,951448,111863
Our Whole World Circling (Loveshadow Mix),Emily Richards,Honey Valentine,292,https://prod-1.storage.jamendo.com/?trackid=1518850&format=mp32&from=F5cetUFLnULzqeo4na8v%2Fw%3D%3D%7CgnBM%2Foo0PFSchqTxvjUkdw%3D%3D,1518850,174552
DreamOn,Malika Rai,Seduction Time,215,https://prod-1.storage.jamendo.com/?trackid=644672&format=mp32&from=W73pNpP0bB3d3qYEiFUbkQ%3D%3D%7CvidfFPaLbh66MyFE2l5tiQ%3D%3D,644672,74688
Endorphin,The Easton Ellises,EP: One,241,https://prod-1.storage.jamendo.com/?trackid=802677&format=mp32&from=ITWiLUXYw871FEYT%2B25Wuw%3D%3D%7CfcquFqWVqheLyJCztmkREQ%3D%3D,802677,93955
Carla,The Very Sexuals,Post-Apocalyptic Love,201,https://prod-1.storage.jamendo.com/?trackid=304927&format=mp32&from=ODwO7gJV5l6tI%2FOws1Re8A%3D%3D%7CngoyznN5EF2Qu2q2TSgdqQ%3D%3D,304927,41474
Mi razón de ser / de La Banda MS / Con Proyecto G,Proyecto G,Grupo Proyecto G / Grabación de Ensayo / Fecha 26-02-2015,189,https://prod-1.storage.jamendo.com/?trackid=1206096&format=mp32&from=6%2BCZUguFmRlR%2FGtYQSUYZw%3D%3D%7CNQ8tnMR2gjRF%2FKJBKXfgdA%3D%3D,1206096,144887
To the Death,Andre Rodriguez,Somewhere New (sample),271,https://prod-1.storage.jamendo.com/?trackid=740100&format=mp32&from=UJNeFqzvuGkIHhMDENsTfQ%3D%3D%7CJ2mJSSz71qoIh7ZndJUPhA%3D%3D,740100,86477
Famous (MM),Mike Falzone,Detachment Kipper Print,174,https://prod-1.storage.jamendo.com/?trackid=708494&format=mp32&from=elvmckykpCtjbYXgtBYdFg%3D%3D%7Cnr7l%2BPGOREEoj4DnUBGr6g%3D%3D,708494,82632
Laziness,Malika Rai,Seduction Time,242,https://prod-1.storage.jamendo.com/?trackid=644675&format=mp32&from=8B6Gfuv466QRenGkoUIhGA%3D%3D%7CaLkqahyIwahq5l6XtLmlQg%3D%3D,644675,74688
Przemek Puk - Ocean Łez,Przemek Puk,Przemek PUK,215,https://prod-1.storage.jamendo.com/?trackid=675147&format=mp32&from=g9PB4Kvec9nDq3BFzGBAkQ%3D%3D%7CZ12xlZ41AwZOl46vxUuUzQ%3D%3D,675147,78359
Lofi Chillout Hip Hop Beat,Joystock,Lofi Chillout Hip Hop Beat,149,https://prod-1.storage.jamendo.com/?trackid=1593988&format=mp32&from=kDDXUPRaT0d2fLI73DNWwg%3D%3D%7C%2Fwv6xFb0ef6VwqelzDcQTw%3D%3D,1593988,365590
Pink Noise Waltz,Diablo Swing Orchestra,The Butcher's Ballroom,366,https://prod-1.storage.jamendo.com/?trackid=391011&format=mp32&from=oHBxS9VYGj4BJBr5OezljA%3D%3D%7CtdGPaESIL1cK8S3GuJFJeA%3D%3D,391011,49216
Go!,Mike Falzone and the Peppermint Trick,Do It For The Story,189,https://prod-1.storage.jamendo.com/?trackid=482088&format=mp32&from=kVVVAoe4oAa4n8fZQqPVZA%3D%3D%7CXnwK2xZPyPSjEJikzvVXAw%3D%3D,482088,56815
Zodiac Virtues,Diablo Swing Orchestra,The Butcher's Ballroom,287,https://prod-1.storage.jamendo.com/?trackid=391012&format=mp32&from=f5k81i5Aa%2Fr4M0ZdRlisTQ%3D%3D%7Cq00QCyFSQEB9RkSM5sJEZg%3D%3D,391012,49216
The Promise,Swear and Shake,Extended Play,190,https://prod-1.storage.jamendo.com/?trackid=745867&format=mp32&from=%2BUoROGOdh6ZjyeY5nKawMA%3D%3D%7CWYQ98tPfQtrukO3JapTl%2Bg%3D%3D,745867,87162
Truckstop Flower,Swear and Shake,Extended Play,233,https://prod-1.storage.jamendo.com/?trackid=745868&format=mp32&from=20C3iYy%2BXnJw1MNe56Dexg%3D%3D%7CTlsdGfKMYGy2OICZHGopdA%3D%3D,745868,87162
Porcelain Judas,Diablo Swing Orchestra,The Butcher's Ballroom,249,https://prod-1.storage.jamendo.com/?trackid=391009&format=mp32&from=mDZ5ecGn1AkuEFJmLQwlAA%3D%3D%7Cm4Qjxqbd2gdVB6Z%2BEtWPqA%3D%3D,391009,49216
Ballad of a Townie,Mike Falzone and the Peppermint Trick,Do It For The Story,337,https://prod-1.storage.jamendo.com/?trackid=482092&format=mp32&from=t0lv9QyFK3T2%2FRaDGQ1uUg%3D%3D%7Cb%2BTrSeTmg5JW4hoWFawetA%3D%3D,482092,56815
Hear Me Out,Mercury in Summer,I Believe,159,https://prod-1.storage.jamendo.com/?trackid=667063&format=mp32&from=gtyqISJ55zNlaMakAkGNpQ%3D%3D%7C70fwiSG62nebX%2B5XDOJ81A%3D%3D,667063,77388
