"title","artist","album","duration_seconds","audio_url"
"Dark Star","Zambolino","Electronic","96","https://data.freetouse.com/music/tracks/c27126c2-4e78-4c01-809b-14a7068696d3/file/mp3/file.mp3"
"falling","massobeats","Instrumental","161","https://data.freetouse.com/music/tracks/52970478-61e2-41bc-8dee-3e1a3db9d3ae/file/mp3/file.mp3"
"Above It All","Moavii","Instrumental","153","https://data.freetouse.com/music/tracks/e419aa54-7263-4d5e-9f17-00bd7c4c2ec3/file/mp3/file.mp3"
"Rolling","HiLau","Electronic","160","https://data.freetouse.com/music/tracks/0701e4b6-fd97-4568-8228-654decf85265/file/mp3/file.mp3"
"Sakura","Zambolino","World","123","https://data.freetouse.com/music/tracks/de2c05f5-e646-479c-aaff-76f2b3ecafbb/file/mp3/file.mp3"
"Vintage Posters","ESCP","Instrumental","252","https://data.freetouse.com/music/tracks/b011b4b8-26d4-4166-ab96-99412aaaa20c/file/mp3/file.mp3"
"Poolside","Moavii","Instrumental","143","https://data.freetouse.com/music/tracks/2da8bdcc-6f86-41c0-8330-c7c055a50daf/file/mp3/file.mp3"
"Desert Blaze","HiLau","Electronic","201","https://data.freetouse.com/music/tracks/575e0cc3-2fa0-4270-82d7-8d84ae4f4aaa/file/mp3/file.mp3"
"Whales","Zambolino","New Age","317","https://data.freetouse.com/music/tracks/a59b2be2-a8de-42cb-898c-2d3e5bc9fd80/file/mp3/file.mp3"
"Soulmates","Dagored","R&B/Soul","184","https://data.freetouse.com/music/tracks/82486846-2d06-4f7c-a822-985b1bd3c27b/file/mp3/file.mp3"
"Green Leaves","Moavii","Easy Listening","141","https://data.freetouse.com/music/tracks/9f935c23-34a5-49ec-bc15-895161379cb7/file/mp3/file.mp3"
"Falling Into You","Aventure","Easy Listening","166","https://data.freetouse.com/music/tracks/5a20ebdb-6943-4e92-bdbf-67ba8188ea92/file/mp3/file.mp3"
"Temple of the Ancients","Project Ex","Soundtrack","223","https://data.freetouse.com/music/tracks/11f1dc71-2b9f-47dd-8c7d-a6b0673f502c/file/mp3/file.mp3"
"Wolf","Zambolino","Hip Hop/Rap","116","https://data.freetouse.com/music/tracks/5ba54f00-a920-4661-ac8b-7a12c6efb52f/file/mp3/file.mp3"
"Flow","Moavii","Instrumental","117","https://data.freetouse.com/music/tracks/bc08b6d9-bbf7-4334-8b51-68d8c83ddae7/file/mp3/file.mp3"
"Aura Power","Walen","Electronic","113","https://data.freetouse.com/music/tracks/0682f6e1-da4d-42bf-910f-6e70e2b8b375/file/mp3/file.mp3"
"Bean","Lukrembo","Instrumental","143","https://data.freetouse.com/music/tracks/c501fb69-b32e-4bdb-a777-18fc0c9f4d84/file/mp3/file.mp3"
"Flavour Tip","Tetuano","Electronic","209","https://data.freetouse.com/music/tracks/72683521-69f2-49a7-97d7-f61aa4d9c751/file/mp3/file.mp3"
"Octopus","Zambolino","Rock","126","https://data.freetouse.com/music/tracks/1a3152ef-3a31-4ffb-b78c-fb4daa34e3d7/file/mp3/file.mp3"
"Stranded","Moavii","Instrumental","149","https://data.freetouse.com/music/tracks/8ca27375-95f2-427c-80c5-7ee572c9551b/file/mp3/file.mp3"
"Moonlight Tribal Carnival","Piki","Instrumental","128","https://data.freetouse.com/music/tracks/db75c5a4-c0b9-4d46-ae33-d356ab03b816/file/mp3/file.mp3"
"Jamaican Rasta","Walen","Reggae","153","https://data.freetouse.com/music/tracks/4ea5e5cc-92b5-4806-b9c6-02afb4b19786/file/mp3/file.mp3"
"Silly Punks","Tetuano","Electronic","129","https://data.freetouse.com/music/tracks/0eadc9f3-4248-4a5e-a2e5-fb2eb0410914/file/mp3/file.mp3"
"Green Hills","Zambolino","Soundtrack","229","https://data.freetouse.com/music/tracks/27280172-a1cf-41e0-87d7-581db2697c76/file/mp3/file.mp3"
"Belong","Moavii","Instrumental","129","https://data.freetouse.com/music/tracks/f190447c-cb77-4949-9739-f39d20417f0b/file/mp3/file.mp3"
"The Last Path","HiLau","Alternative","152","https://data.freetouse.com/music/tracks/29575b42-6a1e-45ca-9893-91bca2422463/file/mp3/file.mp3"
"Way Back","Zambolino","World","110","https://data.freetouse.com/music/tracks/427e8eec-97d3-4302-baa1-567c9e90a533/file/mp3/file.mp3"
"The Last Knight","Aylex","Soundtrack","148","https://data.freetouse.com/music/tracks/71a38f27-218b-4757-9c09-1f1fa5145156/file/mp3/file.mp3"
"Floating","Zambolino","Reggae","123","https://data.freetouse.com/music/tracks/6dbaeafb-f6eb-4474-8eff-64b6f7cc4f59/file/mp3/file.mp3"
"Peace","Alegend","Soundtrack","230","https://data.freetouse.com/music/tracks/4f3a09f4-fae4-450b-94c7-ad729b38c039/file/mp3/file.mp3"
"Saved by Brothers","Aylex","Soundtrack","153","https://data.freetouse.com/music/tracks/bbf7b06d-b98d-4eda-8bc6-81ace8d49f1b/file/mp3/file.mp3"
"Go On","Zambolino","Rock","108","https://data.freetouse.com/music/tracks/f1df93c2-3ca3-4276-99f6-5131796e64fd/file/mp3/file.mp3"
"Eclipse","Alegend","Soundtrack","190","https://data.freetouse.com/music/tracks/6cce9e10-dc2f-4691-ad57-4a98712ab48c/file/mp3/file.mp3"
"Wild Emotions","Dagored","Country","116","https://data.freetouse.com/music/tracks/03d84fff-d35c-458d-8800-7be8091f43a8/file/mp3/file.mp3"
"Now or Never","Aylex","Soundtrack","102","https://data.freetouse.com/music/tracks/ace2bc90-8373-4917-96d7-326db8da1a1a/file/mp3/file.mp3"
"Infinity","Zambolino","Soundtrack","186","https://data.freetouse.com/music/tracks/f5d67d15-f4ff-47a7-8b28-088ac03d9831/file/mp3/file.mp3"
"Everglow","Alegend","Soundtrack","215","https://data.freetouse.com/music/tracks/d85703e6-cba3-414a-9b2b-63d715c74f06/file/mp3/file.mp3"
"Lost in Time","Aylex","Soundtrack","132","https://data.freetouse.com/music/tracks/bcef766f-c7ad-424e-97d1-ef6552906814/file/mp3/file.mp3"
"Time is Ticking","Conquest","Soundtrack","132","https://data.freetouse.com/music/tracks/119d4d43-f751-4ee3-8f5a-ad66cc4fa461/file/mp3/file.mp3"
"To the Glowing Forest","Piki","Instrumental","128","https://data.freetouse.com/music/tracks/6137281b-8f3d-47aa-80f2-69cf0df3f695/file/mp3/file.mp3"
"Winery","Aylex","Orchestral","117","https://data.freetouse.com/music/tracks/4aeb6c42-c8f9-435f-a6dc-19cb94b79b82/file/mp3/file.mp3"
"Triumph","Conquest","Soundtrack","145","https://data.freetouse.com/music/tracks/20c203f1-7ba1-4d4b-8bc1-9ea0c33855c5/file/mp3/file.mp3"
"White Mountains","Zambolino","Rock","208","https://data.freetouse.com/music/tracks/53cd2a1d-e272-4706-883c-5ff7562b3de3/file/mp3/file.mp3"
"Agitation","Kashia","Orchestral","170","https://data.freetouse.com/music/tracks/c9c32907-4902-4ff1-b693-60a559aad73d/file/mp3/file.mp3"
"True","Moavii","R&B/Soul","94","https://data.freetouse.com/music/tracks/47ff415e-f8a4-430e-846a-e284d84db04b/file/mp3/file.mp3"
"Market","Conquest","Soundtrack","126","https://data.freetouse.com/music/tracks/7128d9d8-b74d-4c48-90c6-f0d6bfc76730/file/mp3/file.mp3"
"Tension Rising","Aylex","Soundtrack","124","https://data.freetouse.com/music/tracks/83dbb241-eee2-4e4d-b856-c1d2dcb0f072/file/mp3/file.mp3"
"Monday Mood","Bluewave","Easy Listening","148","https://data.freetouse.com/music/tracks/916ac437-daab-4855-8bdb-092c36ee05b7/file/mp3/file.mp3"
"Genesis One","Project Ex","Soundtrack","150","https://data.freetouse.com/music/tracks/e7fe3f9d-cef8-4f25-be78-daab662d701f/file/mp3/file.mp3"
"1984","Zambolino","Instrumental","100","https://data.freetouse.com/music/tracks/402d67cc-f450-4cab-9252-2bd871abf72f/file/mp3/file.mp3"
"The Silver Grail","Conquest","Soundtrack","90","https://data.freetouse.com/music/tracks/85064963-0da3-4778-bae4-0e2deac9e055/file/mp3/file.mp3"
"Pinnacle","Alegend","Soundtrack","137","https://data.freetouse.com/music/tracks/59208d5b-3a45-4944-8b84-6d0944c3599f/file/mp3/file.mp3"
"Sunset","Aventure","Easy Listening","141","https://data.freetouse.com/music/tracks/51d52c1c-a3b3-4397-8554-075dc3ca7834/file/mp3/file.mp3"
"bonsai","massobeats","Instrumental","134","https://data.freetouse.com/music/tracks/42a132c4-9042-432b-8b8b-4f41647684f2/file/mp3/file.mp3"
"Skyline Vibes","Aylex","Easy Listening","169","https://data.freetouse.com/music/tracks/561d1b87-447e-404a-b7e3-ba725d1ff29d/file/mp3/file.mp3"
"Sunshine","Moavii","Hip Hop/Rap","123","https://data.freetouse.com/music/tracks/9404f7a9-b951-4c5e-accf-f01a0894dcc0/file/mp3/file.mp3"
"Adventure","Conquest","Soundtrack","171","https://data.freetouse.com/music/tracks/e4328fb3-19d5-42e0-9d51-70ebd9fe8284/file/mp3/file.mp3"
"Sunny Vibes","Aventure","Easy Listening","124","https://data.freetouse.com/music/tracks/5f11ae49-f022-4b27-9564-d2a591b60907/file/mp3/file.mp3"
"Jester Dance","Conquest","Soundtrack","110","https://data.freetouse.com/music/tracks/2fe1ed90-030d-4797-95b0-bacdd26fef9c/file/mp3/file.mp3"
"Clean Sheet","Aventure","Easy Listening","147","https://data.freetouse.com/music/tracks/829bd6b8-9122-4809-9642-35bcfd409d3d/file/mp3/file.mp3"
"Legends Never Fall","Aylex","Soundtrack","145","https://data.freetouse.com/music/tracks/963a80a8-fdbc-45d1-99a1-86c8215d5db3/file/mp3/file.mp3"
"Dark Heart","Walen","Instrumental","109","https://data.freetouse.com/music/tracks/7ed51474-87e9-4383-9b1b-3fa34c608a97/file/mp3/file.mp3"
"Hope","Epic Spectrum","Classical","104","https://data.freetouse.com/music/tracks/35548325-1409-4190-93dd-7d99194d13a4/file/mp3/file.mp3"
"Windswept","Zambolino","Classical","118","https://data.freetouse.com/music/tracks/b7abdbdc-29a2-4456-b96f-300a7dd52d67/file/mp3/file.mp3"
"Voyage","Alegend","Soundtrack","160","https://data.freetouse.com/music/tracks/3dfef496-9df7-4ce2-bd05-4acc8181a1ed/file/mp3/file.mp3"
"Afternoon Coffee","Aventure","Easy Listening","132","https://data.freetouse.com/music/tracks/90368336-d39f-4298-96a8-feaa5c550425/file/mp3/file.mp3"
"We Are","Moavii","Classical","122","https://data.freetouse.com/music/tracks/d495589f-33f7-4aaf-88f3-a226992598ce/file/mp3/file.mp3"
"Digital Soul","HiLau","Electronic","138","https://data.freetouse.com/music/tracks/675d4812-cc10-4a8f-a8f5-a6756a9ef54a/file/mp3/file.mp3"
"Blacksmith","Conquest","Soundtrack","96","https://data.freetouse.com/music/tracks/d11621ca-6bc4-4e2f-969d-3d7238864935/file/mp3/file.mp3"
"Dusty Rocks","Dagored","Rock","106","https://data.freetouse.com/music/tracks/b29266f0-3d53-4d82-8148-bc1d3cc0e882/file/mp3/file.mp3"
"Cascade","Alegend","Soundtrack","141","https://data.freetouse.com/music/tracks/db90eea6-9f01-46a4-ad27-4b7c4b671136/file/mp3/file.mp3"
"Forgiveness","Epic Spectrum","Classical","169","https://data.freetouse.com/music/tracks/59916b94-aad7-4f94-a1e3-69f5d356d1a2/file/mp3/file.mp3"
"Digital Flow","Bluewave","Easy Listening","125","https://data.freetouse.com/music/tracks/9c93d1b7-d4bd-488c-a40c-a51db8eb0538/file/mp3/file.mp3"
"Wavy Strut","Tetuano","Hip Hop/Rap","145","https://data.freetouse.com/music/tracks/a0753b45-0b29-4112-a644-3f91facf0fbb/file/mp3/file.mp3"
"Canopy Rain","Filo Starquez","Easy Listening","158","https://data.freetouse.com/music/tracks/c040f228-7b5d-417f-9b26-ba2fb06e03b7/file/mp3/file.mp3"
"Slow and Sweet","Dagored","Electronic","131","https://data.freetouse.com/music/tracks/2f19165c-a9ae-4a1e-ab49-1aee42b115e4/file/mp3/file.mp3"
"Endless","Moavii","Easy Listening","159","https://data.freetouse.com/music/tracks/92db18a7-6935-4892-87c6-7b40287393fd/file/mp3/file.mp3"
"Touch the Sky","Aventure","Easy Listening","124","https://data.freetouse.com/music/tracks/7015c4b4-d837-4b04-86dc-48f342411170/file/mp3/file.mp3"
"Burning Castles","Conquest","Soundtrack","127","https://data.freetouse.com/music/tracks/e5b8b61f-e859-4f9e-b1d3-e523561c0aa8/file/mp3/file.mp3"
"Horizons","Alegend","Soundtrack","140","https://data.freetouse.com/music/tracks/564314ce-e1f4-47c6-a767-873b6b0c5eb4/file/mp3/file.mp3"
"Fallen","Epic Spectrum","Classical","132","https://data.freetouse.com/music/tracks/94f9bbb4-83a6-4af8-a169-602e78c5b04c/file/mp3/file.mp3"
"Sexy Touch","Dagored","Electronic","126","https://data.freetouse.com/music/tracks/39a7e116-785c-4b46-809e-de2b3f1323d5/file/mp3/file.mp3"
"Flow State","Chill Pulse","Easy Listening","154","https://data.freetouse.com/music/tracks/5dd3b97b-ac7c-418c-a362-5994c440f57f/file/mp3/file.mp3"
"Prepare","Moavii","Easy Listening","146","https://data.freetouse.com/music/tracks/663cd1e1-9f2b-4a6f-8e88-c3ebc487ba29/file/mp3/file.mp3"
"Fun Time","Zambolino","Pop","113","https://data.freetouse.com/music/tracks/5f3d4364-5685-4807-9199-fbcfe1293ac3/file/mp3/file.mp3"
"A Beautiful Garden","Aventure","Easy Listening","132","https://data.freetouse.com/music/tracks/9fc7d845-8ed9-4bda-9ff9-9e428aaaf85e/file/mp3/file.mp3"
"Infinity","Alegend","Classical","197","https://data.freetouse.com/music/tracks/3688ac7b-608f-44e6-a95e-8d021d336f36/file/mp3/file.mp3"
"Archipelago","Ocean Bloom","Easy Listening","188","https://data.freetouse.com/music/tracks/ad28d4f4-db5f-42d5-af59-462a343df611/file/mp3/file.mp3"
"Park Vibes","Filo Starquez","Easy Listening","149","https://data.freetouse.com/music/tracks/2e078088-4b84-4d57-a3b3-7d7c8057750b/file/mp3/file.mp3"
"Frisbee","HiLau","Electronic","150","https://data.freetouse.com/music/tracks/ab97c2c7-6a68-4b04-8d2d-12fe6cb4ce38/file/mp3/file.mp3"
"Folk Story","Dagored","Electronic","135","https://data.freetouse.com/music/tracks/ebb8c711-0ca5-4efc-93ef-bd7a6a927848/file/mp3/file.mp3"
"Bohemo Island","Moavii","Easy Listening","133","https://data.freetouse.com/music/tracks/276c1e3d-7e82-482d-ac3a-82b95746ac8e/file/mp3/file.mp3"
"Evening Night","Unheard","Electronic","124","https://data.freetouse.com/music/tracks/03fd541e-408b-43ec-8364-e5f03c2202fe/file/mp3/file.mp3"
"A Better Future","Bluewave","Easy Listening","142","https://data.freetouse.com/music/tracks/ba2e6f83-a241-49c6-9a06-929cd581669e/file/mp3/file.mp3"
"Final Scene","Walen","Inspirational","138","https://data.freetouse.com/music/tracks/a465ae94-35d2-4a55-b5a4-de7b9acdf1e3/file/mp3/file.mp3"
"Warriors","Pufino","Electronic","127","https://data.freetouse.com/music/tracks/98175c61-4579-43aa-8174-6da02e9c573b/file/mp3/file.mp3"
"Village","Pufino","Electronic","137","https://data.freetouse.com/music/tracks/3682e674-7b11-4741-89c7-a4ee36021bcf/file/mp3/file.mp3"
"Breton","Pufino","Electronic","137","https://data.freetouse.com/music/tracks/0e16f7c8-2011-4a43-864f-8755fe657080/file/mp3/file.mp3"
"In Flight","Alegend","Soundtrack","176","https://data.freetouse.com/music/tracks/f7f4e88b-64e9-47c8-a842-0933c0dea39d/file/mp3/file.mp3"
"Swing","Pufino","Electronic","127","https://data.freetouse.com/music/tracks/8c3a8d02-c689-45c6-b7e4-2af7cbfe20ed/file/mp3/file.mp3"
"Energy","Sunova","Electronic","170","https://data.freetouse.com/music/tracks/9429d4b1-34a2-4a9c-bbda-a9bfe62b9c85/file/mp3/file.mp3"
"Iluvena","Moavii","Easy Listening","123","https://data.freetouse.com/music/tracks/b15d706e-2bc0-461d-8f9d-f3764b2a0e4d/file/mp3/file.mp3"
"Metropolitan","Dagored","Electronic","101","https://data.freetouse.com/music/tracks/a5e891e6-72a6-4c63-9e28-1de9cd655784/file/mp3/file.mp3"
"Chill Walk","Aventure","Easy Listening","124","https://data.freetouse.com/music/tracks/c968c541-c132-45bd-98aa-f0c6138b1bb5/file/mp3/file.mp3"
"Bye Bye","Unheard","Electronic","167","https://data.freetouse.com/music/tracks/1a6081da-82e0-459c-9cf1-19efea83093b/file/mp3/file.mp3"
"Echoes of Aurora","Project Ex","Soundtrack","357","https://data.freetouse.com/music/tracks/f5581d63-8413-4a1b-a3cf-329a89255309/file/mp3/file.mp3"
"Sky Mall","ESCP","Electronic","222","https://data.freetouse.com/music/tracks/7f688caa-fb77-4b7a-b8b9-f24ed061a178/file/mp3/file.mp3"
"Dragon Kingdom","Walen","Electronic","147","https://data.freetouse.com/music/tracks/368e3f43-6650-42a8-94aa-fdbf1eabaa0c/file/mp3/file.mp3"
"Mistaken","Moavii","Electronic","139","https://data.freetouse.com/music/tracks/11f67086-33bd-4c48-be22-e9190b445f10/file/mp3/file.mp3"
"Blue Skies","Alegend","Soundtrack","272","https://data.freetouse.com/music/tracks/345e16e3-1043-4bc2-9c70-38be53f5ff9e/file/mp3/file.mp3"
"Irish Waltz","Pufino","Electronic","167","https://data.freetouse.com/music/tracks/d0b5709d-946d-4fcf-aace-b3328a997fd8/file/mp3/file.mp3"
"Wall Of Sound","Dagored","Electronic","98","https://data.freetouse.com/music/tracks/c7883508-aab4-4fbe-9729-f0345779bfdc/file/mp3/file.mp3"
"Keep Dreaming","Unheard","Electronic","133","https://data.freetouse.com/music/tracks/294772e0-adcb-45fe-9d67-c655c3e5197c/file/mp3/file.mp3"
"Born to Win","Aylex","Electronic","125","https://data.freetouse.com/music/tracks/96beb7fd-9ab3-4d62-8d15-3c65ad012fea/file/mp3/file.mp3"
"Try Me","Moavii","Electronic","133","https://data.freetouse.com/music/tracks/7d428dbf-05a9-4b9b-aeab-c1cd4930aab5/file/mp3/file.mp3"
"Lost Somewhere","Zambolino","Electronic","184","https://data.freetouse.com/music/tracks/02d59b2e-8503-4f29-b9a8-15aba348f69a/file/mp3/file.mp3"
"Nostalgia Gaming","Walen","Electronic","125","https://data.freetouse.com/music/tracks/5b3ccfcd-8736-4a7c-a8bc-d67e1ad1eb99/file/mp3/file.mp3"
"Spheres","Alegend","Soundtrack","185","https://data.freetouse.com/music/tracks/8c777df2-aa9a-4f9b-8896-30ec009ed020/file/mp3/file.mp3"
"Listen To My Heartbeat","Dagored","Electronic","146","https://data.freetouse.com/music/tracks/aff41c70-2343-4a3e-b0ff-68098c322a3a/file/mp3/file.mp3"
"Legend","Pufino","Electronic","138","https://data.freetouse.com/music/tracks/50fd1938-d216-482f-9090-43ed1374c279/file/mp3/file.mp3"
"Leader","Zambolino","Electronic","96","https://data.freetouse.com/music/tracks/25c3d700-eb1f-4383-87a0-bd1d0c99ae71/file/mp3/file.mp3"
"Survival Mode","Unheard","Electronic","231","https://data.freetouse.com/music/tracks/44749d67-bfa3-413f-9490-a2b99f078c52/file/mp3/file.mp3"
"Sky With Yellow Spots","Aeris","Electronic","99","https://data.freetouse.com/music/tracks/ca8d164a-f930-4029-b2cc-2d794a330afc/file/mp3/file.mp3"
"Talking with the Bird","Aeris","Electronic","143","https://data.freetouse.com/music/tracks/0c4c1ebb-3b87-45d4-bfa6-ee19e8d23c81/file/mp3/file.mp3"
"Home","Aeris","Electronic","144","https://data.freetouse.com/music/tracks/7777df28-6a8b-4505-9d0b-7498c32558dc/file/mp3/file.mp3"
"Moving Mountains","Aeris","Electronic","139","https://data.freetouse.com/music/tracks/d419b28c-d48d-4c92-8e4f-a2727e8be661/file/mp3/file.mp3"
"The Beauty Spreads its Wings","Aeris","Electronic","153","https://data.freetouse.com/music/tracks/cf4c4633-31d2-43a1-96c0-c7a9dbddb69d/file/mp3/file.mp3"
"Chamomile Waltz","Aeris","Electronic","131","https://data.freetouse.com/music/tracks/f8977a67-783b-4e7e-b986-87fdae1a17fb/file/mp3/file.mp3"
"Evening at the Tram Station","Aeris","Electronic","161","https://data.freetouse.com/music/tracks/51163c96-b10d-4de0-808a-214f8894d464/file/mp3/file.mp3"
"Galaxy in Your Eyes","Aeris","Electronic","139","https://data.freetouse.com/music/tracks/be8ceb31-db5f-41f6-bf21-e64518cc9833/file/mp3/file.mp3"
"Lavender Waltz","Aeris","Electronic","137","https://data.freetouse.com/music/tracks/20752c38-5ab8-438a-a580-8ab0cca92f0d/file/mp3/file.mp3"
"The Day We Met","Aeris","Electronic","124","https://data.freetouse.com/music/tracks/53748d6d-5c7d-4396-9b13-2ade0c3bedcf/file/mp3/file.mp3"
"Blueberry Waltz","Aeris","Electronic","122","https://data.freetouse.com/music/tracks/254c4830-0b41-44ef-8abc-e85de9746967/file/mp3/file.mp3"
"Heart & Soul","Aeris","Electronic","136","https://data.freetouse.com/music/tracks/10839e9e-b4ba-4f9f-8ce9-513f66bc9851/file/mp3/file.mp3"
"Andromeda","Aeris","Electronic","113","https://data.freetouse.com/music/tracks/8a5520e1-e5d1-41c1-a1cb-19bdc74fefd1/file/mp3/file.mp3"
"Deja Vu","Aeris","Electronic","141","https://data.freetouse.com/music/tracks/427181eb-a1a4-4983-bde3-9d08abb7f768/file/mp3/file.mp3"
"The Wheel","Aeris","Electronic","144","https://data.freetouse.com/music/tracks/3e1729a1-2e56-4077-b92b-669068dd062a/file/mp3/file.mp3"
"Upon the Waves","Aeris","Electronic","112","https://data.freetouse.com/music/tracks/497449c8-0959-4d98-ae39-072002c9d78a/file/mp3/file.mp3"
"Lullaby for Elizabeth","Aeris","Electronic","142","https://data.freetouse.com/music/tracks/af7608e7-4cf3-4900-a122-275807b8f814/file/mp3/file.mp3"
"Crystal Waltz","Aeris","Electronic","111","https://data.freetouse.com/music/tracks/8617ec3a-0411-4517-8eb1-0da8cc6b773d/file/mp3/file.mp3"
"Find a Path","Aeris","Electronic","100","https://data.freetouse.com/music/tracks/84f5b722-7706-4d24-9047-6c6d7dd7eb44/file/mp3/file.mp3"
"Paris Chanson","Walen","Electronic","147","https://data.freetouse.com/music/tracks/62475893-5b5a-4f9e-9198-ad33fb417a3c/file/mp3/file.mp3"
"Falling Into Infinity","Aylex","Soundtrack","156","https://data.freetouse.com/music/tracks/18f601c0-aa30-463e-8bc7-13c1bffef1f4/file/mp3/file.mp3"
"Sonnea","Moavii","Electronic","113","https://data.freetouse.com/music/tracks/af7aa6e4-899f-4b4b-aae2-532d01e5a357/file/mp3/file.mp3"
"Stranger at Night","Zambolino","Electronic","126","https://data.freetouse.com/music/tracks/4c92b233-71ba-4977-a1a8-3bdb51ebe480/file/mp3/file.mp3"
"Lineage","Alegend","Soundtrack","186","https://data.freetouse.com/music/tracks/1189406e-8ad5-4c43-88d5-8915844543c5/file/mp3/file.mp3"
"Ya'll Don't Know","Unheard","Electronic","148","https://data.freetouse.com/music/tracks/8d34dcd5-5a8c-4e24-9112-ae20cf2b1069/file/mp3/file.mp3"
"Into The Future","Dagored","Electronic","133","https://data.freetouse.com/music/tracks/4863c7fc-b3c3-4bbf-93be-baec4574296d/file/mp3/file.mp3"
"Passion","Luke Bergs, AgusAlvarez","Electronic","163","https://data.freetouse.com/music/tracks/146997b7-0961-4534-b37f-caf53c474b5b/file/mp3/file.mp3"
"Heritage","Pufino","Electronic","133","https://data.freetouse.com/music/tracks/ed84638f-99a6-4705-986e-f6bd72405f2c/file/mp3/file.mp3"
"Peaceful","Pufino","Electronic","134","https://data.freetouse.com/music/tracks/60c8c360-e0cb-4b6e-a031-dab16392dbb1/file/mp3/file.mp3"
"Imperator","Zambolino","Electronic","124","https://data.freetouse.com/music/tracks/a512c034-4462-47fb-ac35-b1dd5c2d7e4a/file/mp3/file.mp3"
"Air","Pufino","Electronic","122","https://data.freetouse.com/music/tracks/e55127ec-5ef9-4955-a8df-412499649a07/file/mp3/file.mp3"
"Ballad","Pufino","Electronic","128","https://data.freetouse.com/music/tracks/8fcb7e28-5643-4c5b-9864-bf65a9192bf6/file/mp3/file.mp3"
"Metronome","Moavii","Electronic","129","https://data.freetouse.com/music/tracks/c8bc1b51-c628-43cf-90b8-c3094969dbb0/file/mp3/file.mp3"
"Folk Dance","Walen","Electronic","127","https://data.freetouse.com/music/tracks/7f8a3a49-2136-4482-a39d-3ff99212c391/file/mp3/file.mp3"
"Once Upon A Time","Chill Pulse","Electronic","124","https://data.freetouse.com/music/tracks/28cadb26-e481-4dc8-b946-63286b871586/file/mp3/file.mp3"
"Blue Skies","Zambolino","Electronic","171","https://data.freetouse.com/music/tracks/c22bbc87-0b35-49ce-a0ac-c4c416b8b446/file/mp3/file.mp3"
"Every Thang Shakin","Unheard","Electronic","111","https://data.freetouse.com/music/tracks/a9f0af2e-360b-4486-8342-36cad83c52ab/file/mp3/file.mp3"
"Freedom Bike","Dagored","Electronic","128","https://data.freetouse.com/music/tracks/03bed188-82cc-46bb-9f93-0ba477e9df70/file/mp3/file.mp3"
"Moments","Moavii","Electronic","128","https://data.freetouse.com/music/tracks/5d3381df-a6d7-4221-a106-57d1bd6b1435/file/mp3/file.mp3"
"River Flows","Ocean Bloom","Electronic","162","https://data.freetouse.com/music/tracks/155d3323-8324-4541-9b9d-4f71c41fe8a5/file/mp3/file.mp3"
"Beautiful Day","Zambolino","Electronic","208","https://data.freetouse.com/music/tracks/c4a88b2d-a672-4715-ab08-c0c1df8caef9/file/mp3/file.mp3"
"Pyramid Secrets","Walen","Electronic","128","https://data.freetouse.com/music/tracks/94ab114d-2992-47fc-8742-3256ad36b674/file/mp3/file.mp3"
"Trip Out","Unheard","Electronic","183","https://data.freetouse.com/music/tracks/ba4c5fa5-784c-449e-8398-99a544b57081/file/mp3/file.mp3"
"Follow The Light","Kashia","Electronic","135","https://data.freetouse.com/music/tracks/11f36be5-d08f-408a-938b-0adfb0047d8f/file/mp3/file.mp3"
"The Basics","Moavii","Electronic","131","https://data.freetouse.com/music/tracks/cfa62422-a3ae-4828-b843-69d390e49942/file/mp3/file.mp3"
"Cozy Evening","Chill Pulse","Electronic","119","https://data.freetouse.com/music/tracks/2968cdd3-21a0-40c9-998f-719da7cc9c94/file/mp3/file.mp3"
"Wanderer at Night","Zambolino","Electronic","229","https://data.freetouse.com/music/tracks/d43e3536-98ad-4b7a-8a66-574373150d42/file/mp3/file.mp3"
"Deep Love","Tetuano","Electronic","164","https://data.freetouse.com/music/tracks/1a1ad4b9-cfc2-4a57-9873-51739d2a3119/file/mp3/file.mp3"
"Motocross Game","Walen","Electronic","125","https://data.freetouse.com/music/tracks/e53622e5-c955-4388-9297-909d10750432/file/mp3/file.mp3"
"Mud","Dagored","Electronic","123","https://data.freetouse.com/music/tracks/46258c86-4c12-4b89-a118-ba69f208d131/file/mp3/file.mp3"
"Soase","Moavii","Electronic","128","https://data.freetouse.com/music/tracks/1b369319-5c8e-4911-89d4-4406489063ba/file/mp3/file.mp3"
"Better Now","Ocean Bloom","Electronic","127","https://data.freetouse.com/music/tracks/2b42af8c-8b84-4125-b28f-549ab5ea1ac6/file/mp3/file.mp3"
"Dancing In The Rain","Zambolino","Electronic","145","https://data.freetouse.com/music/tracks/e27de288-d4b0-4577-872b-a26fcbd78628/file/mp3/file.mp3"
"A Little Explorer","Piki","Electronic","234","https://data.freetouse.com/music/tracks/322f9c1d-d614-4bd8-9a08-9d2d15e40947/file/mp3/file.mp3"
"Romance","Dagored","Electronic","117","https://data.freetouse.com/music/tracks/95b0392c-e9bb-47c8-96fc-d5af779fc09b/file/mp3/file.mp3"
"Sunset Drive","Chill Pulse","Electronic","121","https://data.freetouse.com/music/tracks/2ca316c3-6143-4b49-9f63-15d560d12007/file/mp3/file.mp3"
"Imagination","Alegend","Electronic","165","https://data.freetouse.com/music/tracks/92f3a0e2-d2bb-441c-a2c5-38bf0860f5d9/file/mp3/file.mp3"
