"title","artist","album","duration_seconds","audio_url"
"Urban Ease","Aventure","Hip Hop/Rap","146","https://data.freetouse.com/music/tracks/cb715351-c1b0-48d3-b30e-8d267f947cd1/file/mp3/file.mp3"
"The Living Dead","Zambolino","Soundtrack","220","https://data.freetouse.com/music/tracks/a6ba2b66-61a1-4fad-8044-8b47087a6ae6/file/mp3/file.mp3"
"Going Back","Sunborn","Instrumental","156","https://data.freetouse.com/music/tracks/2dcc5e74-8913-45ce-9be5-79ae6d7e7627/file/mp3/file.mp3"
"Building the Future","Aylex","Easy Listening","137","https://data.freetouse.com/music/tracks/ad7deb5e-aaca-4757-8ad8-3d065846f6b8/file/mp3/file.mp3"
"Dreams","Sunborn","Easy Listening","135","https://data.freetouse.com/music/tracks/10f72c60-6e86-44a7-b07c-75f18bdccf64/file/mp3/file.mp3"
"Coffee & Streets","Aylex","Hip Hop/Rap","117","https://data.freetouse.com/music/tracks/007ac6b4-3880-4e9a-8887-758498e0ba89/file/mp3/file.mp3"
"Lullaby","Aventure","Hip Hop/Rap","165","https://data.freetouse.com/music/tracks/94ab810c-f14e-4f36-9c7c-54359d01e3b5/file/mp3/file.mp3"
"Jingle Bells","Zambolino","Holiday","103","https://data.freetouse.com/music/tracks/deb2e28a-f63f-46fd-81f0-02aeae2dad5a/file/mp3/file.mp3"
"Evening Thoughts","Sunborn","Electronic","135","https://data.freetouse.com/music/tracks/f02e1029-1977-452a-ab52-f9768da0caa5/file/mp3/file.mp3"
"Rise Up","Aylex","Instrumental","113","https://data.freetouse.com/music/tracks/3ac71652-c886-4af0-8e79-459f554dcf11/file/mp3/file.mp3"
"Silent Wish","Aventure","Holiday","165","https://data.freetouse.com/music/tracks/7a58cdf0-f724-4170-956a-71d8935da829/file/mp3/file.mp3"
"Deep Within","Sunborn","Orchestral","124","https://data.freetouse.com/music/tracks/0c01d2db-0a29-4894-8795-afbbaeb90951/file/mp3/file.mp3"
"Good Energy","Aylex","Hip Hop/Rap","103","https://data.freetouse.com/music/tracks/1b5bdcee-f88e-42b3-836c-a7cef179f253/file/mp3/file.mp3"
"Back Alley","Burgundy X","Hip Hop/Rap","108","https://data.freetouse.com/music/tracks/7b36cd3b-e4a6-4ea1-9fc3-c6fbffa3cada/file/mp3/file.mp3"
"The River","Zambolino","Rock","301","https://data.freetouse.com/music/tracks/10ea68d6-3c2a-4783-8108-c577f3b47f51/file/mp3/file.mp3"
"Good Days","Aventure","Hip Hop/Rap","130","https://data.freetouse.com/music/tracks/d98b9913-e8a2-429f-a2fc-04c20b0dff10/file/mp3/file.mp3"
"Live to Inspire","Bluewave","Inspirational","132","https://data.freetouse.com/music/tracks/5765c11a-69ac-4f93-85f5-c707fa04e415/file/mp3/file.mp3"
"Dark Frequency","Aylex","New Age","142","https://data.freetouse.com/music/tracks/80aed66c-6af9-4cb2-89d9-770c0bf6c478/file/mp3/file.mp3"
"Better Place","Sunborn","Instrumental","184","https://data.freetouse.com/music/tracks/25c467d6-0d52-4f54-8342-2b9726668fe3/file/mp3/file.mp3"
"lost","numbthefeelings","New Age","90","https://data.freetouse.com/music/tracks/a16accc7-91d0-4257-b5ea-c8c1627e3d41/file/mp3/file.mp3"
"thoughts","massobeats","Instrumental","157","https://data.freetouse.com/music/tracks/f67fd291-a51f-4b23-b4fa-1130871ec892/file/mp3/file.mp3"
"By the Fireplace","Aventure","Holiday","158","https://data.freetouse.com/music/tracks/3b3c9a55-149c-4709-866c-9e3c294aa5ce/file/mp3/file.mp3"
"Adrenaline Drive","Aylex","Electronic","129","https://data.freetouse.com/music/tracks/cd4bd8a0-cfc8-4834-96b5-db9d0002b1e9/file/mp3/file.mp3"
"Echoes of the Fields","Aetheric","World","154","https://data.freetouse.com/music/tracks/59d2cd5a-01ec-4ba1-a2fd-9a6d9181438a/file/mp3/file.mp3"
"The Sea","Aetheric","World","133","https://data.freetouse.com/music/tracks/f0fb7626-32b8-4755-b8ac-8a1d9ff023b0/file/mp3/file.mp3"
"Dancing Glens","Aetheric","World","122","https://data.freetouse.com/music/tracks/58fb836d-c7ca-4e2a-ab99-d5b3711dbefd/file/mp3/file.mp3"
"Chieftains Celebration","Aetheric","World","124","https://data.freetouse.com/music/tracks/896356c1-c943-4b26-a5ad-71f9893f8b9c/file/mp3/file.mp3"
"New Age Mystery","Aetheric","World","148","https://data.freetouse.com/music/tracks/2cda4728-3e08-4668-94eb-fe07db96e0f4/file/mp3/file.mp3"
"Bourre Waltz","Aetheric","World","124","https://data.freetouse.com/music/tracks/151dadbd-148d-47e0-9010-011c09f07968/file/mp3/file.mp3"
"Whispers of the Harp","Aetheric","World","138","https://data.freetouse.com/music/tracks/d7c841cd-8f5b-43f1-9fc7-7cd9670b58aa/file/mp3/file.mp3"
"After the Storm","Aetheric","World","128","https://data.freetouse.com/music/tracks/a2e8b61f-898c-4544-bb06-e016226ec9cf/file/mp3/file.mp3"
"When Autumn Calls","Zambolino","Instrumental","166","https://data.freetouse.com/music/tracks/140fa163-6bd3-47d6-b186-bd0b7533a740/file/mp3/file.mp3"
"Mellow Summer","Aventure","Hip Hop/Rap","167","https://data.freetouse.com/music/tracks/0c662dcc-3d0e-4f65-8738-6e02aa6f4b90/file/mp3/file.mp3"
"Back To Life","Aylex","Electronic","137","https://data.freetouse.com/music/tracks/bc1097a5-e58d-4c94-98a7-64b454413776/file/mp3/file.mp3"
"Christmas Carol","Zambolino","Holiday","119","https://data.freetouse.com/music/tracks/4a5e0c8b-c54f-4c58-a81d-c3493eb7ebaf/file/mp3/file.mp3"
"Far Behind","Bluewave","Inspirational","127","https://data.freetouse.com/music/tracks/50e43114-7d91-49d5-9de1-2824e14ae18f/file/mp3/file.mp3"
"liminal","numbthefeelings","New Age","109","https://data.freetouse.com/music/tracks/a1b74ac6-298b-4a20-88b1-b6b679c544c5/file/mp3/file.mp3"
"Sleeping Baby","Walen","Children's Music","125","https://data.freetouse.com/music/tracks/4e596884-3d3a-401d-83c4-7274b075c206/file/mp3/file.mp3"
"Before Christmas","Aventure","Holiday","147","https://data.freetouse.com/music/tracks/72bb59b2-aedf-45f1-8087-63e5dbd1270a/file/mp3/file.mp3"
"Turn It Louder","Aylex","Electronic","131","https://data.freetouse.com/music/tracks/1303f407-26b2-4971-87fa-64072b18138b/file/mp3/file.mp3"
"Flow State","HiLau","Electronic","140","https://data.freetouse.com/music/tracks/1634c013-53c9-4211-b65d-7e8f1ac4c4bd/file/mp3/file.mp3"
"On a Silent Night","Zambolino","Holiday","106","https://data.freetouse.com/music/tracks/735369d6-f999-4692-9e44-a996f53e046f/file/mp3/file.mp3"
"Pastel Loop","Aventure","Hip Hop/Rap","144","https://data.freetouse.com/music/tracks/8152bfa5-d5ca-46e6-9c94-b18c4d227130/file/mp3/file.mp3"
"Quiet Fields","Dagored","Folk","122","https://data.freetouse.com/music/tracks/9d1180d9-bde0-493a-80ce-c7d88c41265f/file/mp3/file.mp3"
"just call","numbthefeelings","New Age","111","https://data.freetouse.com/music/tracks/f881c61d-669e-47c8-b427-90538b7ce9b1/file/mp3/file.mp3"
"Winter Story","Aventure","Holiday","127","https://data.freetouse.com/music/tracks/73b8857b-95a1-4265-a8f4-5c3fdab7c99b/file/mp3/file.mp3"
"Where We Belong","Aylex","Soundtrack","119","https://data.freetouse.com/music/tracks/14948771-333c-4715-bb0b-1bf40a364caa/file/mp3/file.mp3"
"Sunday","Aetheric","Instrumental","159","https://data.freetouse.com/music/tracks/48d6dc32-f8fd-418c-90ee-81d4318f57b1/file/mp3/file.mp3"
"Happy Feet","Aetheric","Instrumental","133","https://data.freetouse.com/music/tracks/e3942d21-378f-4657-afb4-d39721a32423/file/mp3/file.mp3"
"Coconut Kind of Love","Aetheric","Instrumental","165","https://data.freetouse.com/music/tracks/e5045748-7287-40f6-b47b-77ea12c871ab/file/mp3/file.mp3"
"Evening Tone","Aventure","Easy Listening","184","https://data.freetouse.com/music/tracks/045a8fed-fe80-4b88-8afb-725d80383c58/file/mp3/file.mp3"
"Playtime","Aetheric","Instrumental","159","https://data.freetouse.com/music/tracks/430fbd18-f360-4463-bf82-b514c0c4a182/file/mp3/file.mp3"
"Rainbow","Aetheric","Instrumental","188","https://data.freetouse.com/music/tracks/12ac0635-cdd3-4a19-a28f-d5d807278052/file/mp3/file.mp3"
"Sunshine","Aetheric","Instrumental","121","https://data.freetouse.com/music/tracks/73a9ea47-4762-4eff-a2a3-3f32783834b4/file/mp3/file.mp3"
"School Bus","Aetheric","Instrumental","135","https://data.freetouse.com/music/tracks/24b9fe90-4745-4743-b27e-122303f52cb6/file/mp3/file.mp3"
"Heat Is On","Zambolino","Instrumental","109","https://data.freetouse.com/music/tracks/7e9167d6-3c17-4404-ba10-a2c262909577/file/mp3/file.mp3"
"Sneaky Spider","Zambolino","Soundtrack","75","https://data.freetouse.com/music/tracks/450024bf-fa92-43df-9c71-9fa9116fd3d2/file/mp3/file.mp3"
"stargazing","numbthefeelings","New Age","102","https://data.freetouse.com/music/tracks/eca02433-6381-4e8f-8a54-dd2bb1608695/file/mp3/file.mp3"
"Momo Island","Piki","Children's Music","198","https://data.freetouse.com/music/tracks/59dcdeae-3e5a-468a-93fc-df5578f2ee9e/file/mp3/file.mp3"
"Harlem Heat","Dagored","Instrumental","109","https://data.freetouse.com/music/tracks/97085583-5881-4962-9e47-1a95af20c6c5/file/mp3/file.mp3"
"Moody Weather","Aventure","Hip Hop/Rap","150","https://data.freetouse.com/music/tracks/cfdaaaca-1bf2-48a2-af99-ffe7bf067bc3/file/mp3/file.mp3"
"Subway Reverie","ESCP","Electronic","218","https://data.freetouse.com/music/tracks/fc2f9bfe-9ff5-47ae-b8bb-45d601745751/file/mp3/file.mp3"
"Innovating Care","Aylex","Easy Listening","151","https://data.freetouse.com/music/tracks/ee09388f-c072-40cc-81f7-1ff439e1c744/file/mp3/file.mp3"
"Summer Is Gone","Zambolino","Folk","98","https://data.freetouse.com/music/tracks/36658629-e5a9-4909-be24-0c29ee51c8bc/file/mp3/file.mp3"
"Greetings","Aetheric","Holiday","111","https://data.freetouse.com/music/tracks/00685f37-9e94-402c-a6ab-0d684e7306e5/file/mp3/file.mp3"
"Whispers of Snow","Aetheric","Holiday","120","https://data.freetouse.com/music/tracks/7e9a7d5a-1420-40a4-82f5-4cfa76bfe8f5/file/mp3/file.mp3"
"Christmas Eve","Aetheric","Holiday","124","https://data.freetouse.com/music/tracks/586288c9-3f64-489a-8f2e-3d3bcb95ff46/file/mp3/file.mp3"
"Sledding All Day","Aetheric","Holiday","123","https://data.freetouse.com/music/tracks/caa3499a-ab0e-41f1-9b86-895882993294/file/mp3/file.mp3"
"Vienne Carol Nights","Aetheric","Holiday","128","https://data.freetouse.com/music/tracks/940503a7-93fe-4b8d-b577-25be56b9ff45/file/mp3/file.mp3"
"mind blackout","numbthefeelings","New Age","99","https://data.freetouse.com/music/tracks/6b877847-a81b-48e7-8b63-8c3128bc888b/file/mp3/file.mp3"
"until then","massobeats","Instrumental","162","https://data.freetouse.com/music/tracks/5d7a1139-7704-41ee-aef5-f0e8010a28bf/file/mp3/file.mp3"
"Butterflies","Moavii","Easy Listening","141","https://data.freetouse.com/music/tracks/94bcd747-8d2d-4e1e-b579-302b30636631/file/mp3/file.mp3"
"Daydream Wind","Aventure","Hip Hop/Rap","148","https://data.freetouse.com/music/tracks/24c6f8d5-fbc6-43e7-bba4-7b1831456287/file/mp3/file.mp3"
"Energy Overload","Aylex","Electronic","100","https://data.freetouse.com/music/tracks/6089a3ca-ebf4-4a7d-b829-90e624b557e9/file/mp3/file.mp3"
"Skatepark","Zambolino","Rock","94","https://data.freetouse.com/music/tracks/ebe2fbb5-ce38-4931-a9af-ab0c1d7b85df/file/mp3/file.mp3"
"Life Cycles","Aetheric","Easy Listening","167","https://data.freetouse.com/music/tracks/849e7e5f-5d16-41cc-8150-a674c7c1af0a/file/mp3/file.mp3"
"Wandering Away","Aetheric","Easy Listening","178","https://data.freetouse.com/music/tracks/88a568ab-f7d4-47e1-aafb-33c50b710027/file/mp3/file.mp3"
"Sacred Connection","Aetheric","Easy Listening","211","https://data.freetouse.com/music/tracks/d36401f2-7c19-492b-b0da-c93b8d31a89c/file/mp3/file.mp3"
"Soft Respite","Aetheric","Easy Listening","201","https://data.freetouse.com/music/tracks/605fd8c7-0bc5-42bb-b2e0-c7a7b5d45fd8/file/mp3/file.mp3"
"Journey of Life","Aetheric","Easy Listening","189","https://data.freetouse.com/music/tracks/923893a3-a5cd-42a0-866e-7f131b81bd20/file/mp3/file.mp3"
"The Hidden Civilization","Aetheric","Easy Listening","179","https://data.freetouse.com/music/tracks/a5dab373-2c6a-45e8-bbbb-5d6fb8779735/file/mp3/file.mp3"
"find the way","numbthefeelings","New Age","168","https://data.freetouse.com/music/tracks/ff743e69-0fd5-46d6-a091-6d0554e2f380/file/mp3/file.mp3"
"Silhouette","Moavii","Easy Listening","140","https://data.freetouse.com/music/tracks/86726550-723d-402a-bf16-cf497f7f45bf/file/mp3/file.mp3"
"Comfort Zone","Bluewave","Easy Listening","142","https://data.freetouse.com/music/tracks/5ab40c06-8efd-443f-bbce-6090e8a5d2b0/file/mp3/file.mp3"
"6PM","Aventure","Hip Hop/Rap","129","https://data.freetouse.com/music/tracks/dc6e9e50-ac77-4445-8fd6-7f8778950372/file/mp3/file.mp3"
"The Flight","Orchestronika","Soundtrack","164","https://data.freetouse.com/music/tracks/da702bf5-8714-4e1e-aa70-5a6dc83ec7f5/file/mp3/file.mp3"
"Spiritus in Me","Zambolino","Christian & Gospel","96","https://data.freetouse.com/music/tracks/024733cf-a68a-42a8-b48e-a411d0702c28/file/mp3/file.mp3"
"Explosive Energy","Dagored","Rock","122","https://data.freetouse.com/music/tracks/fcf26ed0-b2d0-43ca-9a0b-8c6127fda0e1/file/mp3/file.mp3"
"Fresh Groove","Aylex","Hip Hop/Rap","63","https://data.freetouse.com/music/tracks/1ed67d78-4813-4713-abc7-264479f8c0df/file/mp3/file.mp3"
"glass house","numbthefeelings","New Age","146","https://data.freetouse.com/music/tracks/3f036e19-e318-4e6e-bd25-8a86b58f45c2/file/mp3/file.mp3"
"Deserted","Moavii","Instrumental","127","https://data.freetouse.com/music/tracks/4c44478c-5990-4553-a45c-b90340d19aab/file/mp3/file.mp3"
"Countdown Waiting","Walen","Soundtrack","130","https://data.freetouse.com/music/tracks/4f5c340e-fe96-4e42-bace-357672c8fbbf/file/mp3/file.mp3"
"Journey to Greatness","Bluewave","Easy Listening","152","https://data.freetouse.com/music/tracks/850d1f38-e89d-4360-95f2-ae16a9299159/file/mp3/file.mp3"
"Show Yourself","Orchestronika","Soundtrack","170","https://data.freetouse.com/music/tracks/a8bfa2aa-b6d7-4f0c-b163-3898d5733ccd/file/mp3/file.mp3"
"Indecision","Aventure","Hip Hop/Rap","102","https://data.freetouse.com/music/tracks/d33a07dd-85f4-4ef3-97b1-12749b2920a6/file/mp3/file.mp3"
"Tides & Smiles","Moavii","Instrumental","79","https://data.freetouse.com/music/tracks/6c0ba5ed-22fa-413e-82e8-89976eda06bd/file/mp3/file.mp3"
"Desert Road","Zambolino","Rock","117","https://data.freetouse.com/music/tracks/1f9bd3be-3948-4c0c-b8ca-31326db5f357/file/mp3/file.mp3"
"Rhythm Reactor","Aetheric","Instrumental","101","https://data.freetouse.com/music/tracks/ebb60d36-0a77-4208-8616-b9016807ea5a/file/mp3/file.mp3"
"Chain Reaction","Aetheric","Instrumental","95","https://data.freetouse.com/music/tracks/10aa6c0a-9ca9-45a2-b7af-7d8106126e05/file/mp3/file.mp3"
"Edge of Motion","Aetheric","Instrumental","94","https://data.freetouse.com/music/tracks/382cf1f0-4942-4ed7-b2b1-64859348bb3a/file/mp3/file.mp3"
"Snap Crackle","Aetheric","Instrumental","90","https://data.freetouse.com/music/tracks/17e30401-c53b-455a-abcd-2d3a185da5e0/file/mp3/file.mp3"
"Pulse Mechanics","Aetheric","Instrumental","101","https://data.freetouse.com/music/tracks/8ab003f9-4dbe-4de0-9cc7-3563b21ef46a/file/mp3/file.mp3"
"Rush Factor","Aetheric","Instrumental","93","https://data.freetouse.com/music/tracks/9bb9e170-8e47-4f86-9039-d610c0744ccd/file/mp3/file.mp3"
"absence","numbthefeelings","New Age","106","https://data.freetouse.com/music/tracks/8c0f7ac2-8a26-49c4-8c65-1f9c9aff3d57/file/mp3/file.mp3"
"Rhythm Storm","Aylex","Hip Hop/Rap","64","https://data.freetouse.com/music/tracks/85b8df51-af44-4502-989d-aa564e5d6f72/file/mp3/file.mp3"
"Rise Up","Orchestronika","Soundtrack","121","https://data.freetouse.com/music/tracks/d1fda10e-0a68-408c-8708-cf1336aa5aaf/file/mp3/file.mp3"
"Digital Horizons","Bluewave","Easy Listening","144","https://data.freetouse.com/music/tracks/0419ab14-c38f-4be4-afdc-20d9e30da050/file/mp3/file.mp3"
"The Feeling","AgusAlvarez, Luke Bergs","Dance","184","https://data.freetouse.com/music/tracks/db6d6c5a-2709-449b-8e89-4cad77545d07/file/mp3/file.mp3"
"Wastelands","Zambolino","Electronic","166","https://data.freetouse.com/music/tracks/c1f6a5c1-e0b5-41ed-9e54-b0416767bfb8/file/mp3/file.mp3"
"Haunted House","Aetheric","Holiday","141","https://data.freetouse.com/music/tracks/d3da0409-9a6b-4568-a3e9-f6f527125951/file/mp3/file.mp3"
"Spooky Dance","Aetheric","Holiday","128","https://data.freetouse.com/music/tracks/5289424c-166a-4d4d-9034-29574843d792/file/mp3/file.mp3"
"Graveyard Waltz","Aetheric","Holiday","146","https://data.freetouse.com/music/tracks/e3c2bce7-a208-480e-8c55-78c44c97da27/file/mp3/file.mp3"
"Clowns","Aetheric","Holiday","124","https://data.freetouse.com/music/tracks/cd2394a6-e4d4-4fae-8fa9-c375509950a6/file/mp3/file.mp3"
"i never knew her","numbthefeelings","New Age","86","https://data.freetouse.com/music/tracks/cf352229-59cf-46b3-a1ce-5ed70e7272c2/file/mp3/file.mp3"
"Trick or Treat","Aetheric","Holiday","140","https://data.freetouse.com/music/tracks/8064abb7-770b-4007-8330-81ace3690901/file/mp3/file.mp3"
"Brazilian Hype","Walen","Brazilian","114","https://data.freetouse.com/music/tracks/494a2a2a-6afe-4a3d-831c-4026eda92bdf/file/mp3/file.mp3"
"Sparkling","Dagored","R&B/Soul","139","https://data.freetouse.com/music/tracks/ea3f036a-d903-436c-8575-1ae3de4a2a53/file/mp3/file.mp3"
"Power of Nature","Orchestronika","Soundtrack","156","https://data.freetouse.com/music/tracks/4dd25142-a233-4d88-b8b5-e474d391ac02/file/mp3/file.mp3"
"Spicey","Zambolino","Instrumental","84","https://data.freetouse.com/music/tracks/756cc478-7db2-4f78-955b-7858c09e4ecc/file/mp3/file.mp3"
"Future Outlook","Bluewave","Easy Listening","149","https://data.freetouse.com/music/tracks/33c3ea55-b8e2-4576-8806-a4f610eb6e78/file/mp3/file.mp3"
"winter morning","numbthefeelings","New Age","101","https://data.freetouse.com/music/tracks/f10263a9-0f25-4f27-aa7a-f14c6e715ee8/file/mp3/file.mp3"
"Another Try","Orchestronika","Soundtrack","151","https://data.freetouse.com/music/tracks/6bf5078a-7369-4ed1-8ba3-bb5c315bac41/file/mp3/file.mp3"
"Reflection","Zambolino","Electronic","155","https://data.freetouse.com/music/tracks/82ec5770-dab1-4eb7-ac9e-3dd67a7ef555/file/mp3/file.mp3"
"Inspirational Elegance","Bluewave","Easy Listening","142","https://data.freetouse.com/music/tracks/b177712e-6f1c-4af8-acd0-3fede022a9c1/file/mp3/file.mp3"
"Nowhere To Go","Orchestronika","Orchestral","217","https://data.freetouse.com/music/tracks/f174a482-b8d2-4440-8e30-3c6f275e9c1e/file/mp3/file.mp3"
"Aeternum","Zambolino","Soundtrack","149","https://data.freetouse.com/music/tracks/4d40a801-c593-4a07-b855-61a612d992f0/file/mp3/file.mp3"
"1984","HiLau","Electronic","187","https://data.freetouse.com/music/tracks/776ee96a-977e-4210-ad84-285f5eca6a26/file/mp3/file.mp3"
"Dirty Streets","Dagored","Hip Hop/Rap","107","https://data.freetouse.com/music/tracks/78fc8912-8f31-4531-a633-c41c3a87dfcd/file/mp3/file.mp3"
"Skyscrapers","Bluewave","Easy Listening","139","https://data.freetouse.com/music/tracks/3a19f305-1026-4ba3-8a29-1d55cb9c3ef0/file/mp3/file.mp3"
"Motivation","Orchestronika","Soundtrack","77","https://data.freetouse.com/music/tracks/b04991a0-565f-41ce-8d19-55e68c239581/file/mp3/file.mp3"
"Machine Head","Zambolino","Rock","103","https://data.freetouse.com/music/tracks/7a092607-7a8c-4dfb-bcaa-9c81e6c09fd4/file/mp3/file.mp3"
"moonlit","massobeats","Instrumental","170","https://data.freetouse.com/music/tracks/5b515798-1d49-4c3d-9783-d7a2a78b5781/file/mp3/file.mp3"
"Trespass","HiLau","Electronic","144","https://data.freetouse.com/music/tracks/eeb53ec2-a9fa-4148-9c78-1552f0523f18/file/mp3/file.mp3"
"The Dead Man's March","Dagored","Soundtrack","113","https://data.freetouse.com/music/tracks/11bb4771-aeff-4588-95b3-c03b541ae874/file/mp3/file.mp3"
"Hero","Orchestronika","Soundtrack","205","https://data.freetouse.com/music/tracks/fa31b4ab-e872-47cb-8771-a0a900381f48/file/mp3/file.mp3"
"Beautiful Ideas","Bluewave","Easy Listening","139","https://data.freetouse.com/music/tracks/78f7dd67-0326-403d-8762-f4e41f5f77ad/file/mp3/file.mp3"
"Rotten Bones","Zambolino","Rock","258","https://data.freetouse.com/music/tracks/220f9481-554f-4344-a82b-3c670667ed92/file/mp3/file.mp3"
"Get Prepared","Orchestronika","Orchestral","163","https://data.freetouse.com/music/tracks/d16c7dd4-3a69-4953-bb21-f057693d615e/file/mp3/file.mp3"
"Responsibility","Zambolino","Rock","143","https://data.freetouse.com/music/tracks/0b8d6cc9-041a-45ed-91c4-3681fa8b3f45/file/mp3/file.mp3"
"Tech Reflections","Bluewave","Easy Listening","141","https://data.freetouse.com/music/tracks/b7fb2ba9-75a4-4214-909b-20c4a4d8f5bd/file/mp3/file.mp3"
"Feel The Storm","Orchestronika","Classical","98","https://data.freetouse.com/music/tracks/8de1b585-bdbb-48b7-8fcf-6b6381c7dc9b/file/mp3/file.mp3"
"Berlin Nights","Zambolino","Pop","100","https://data.freetouse.com/music/tracks/0449a098-c4e1-4c20-8e69-feba387cdd92/file/mp3/file.mp3"
"Good Times","Moavii","Instrumental","113","https://data.freetouse.com/music/tracks/e0a61c45-ac6c-4342-992b-7e1ee2ca0b4f/file/mp3/file.mp3"
"Achievement","Bluewave","Easy Listening","127","https://data.freetouse.com/music/tracks/57c0d631-d558-4754-aa2d-7253d7d18edf/file/mp3/file.mp3"
"Win The Battle","Orchestronika","Orchestral","122","https://data.freetouse.com/music/tracks/0052cf96-d222-4818-909f-2b1daf4fe080/file/mp3/file.mp3"
"Old World","Zambolino","Soundtrack","82","https://data.freetouse.com/music/tracks/b282d18d-bda6-412c-ac24-5c79ebd871a4/file/mp3/file.mp3"
"Pause the World","Tetuano","Instrumental","157","https://data.freetouse.com/music/tracks/df3ba4b6-e23b-4eb9-9f50-1faafe7a4ef3/file/mp3/file.mp3"
"Two Days","Moavii","Instrumental","128","https://data.freetouse.com/music/tracks/0f889389-5b3a-4bcf-ac9f-1826758fd574/file/mp3/file.mp3"
"Fire of the Orient","Zambolino","Rock","103","https://data.freetouse.com/music/tracks/1577455b-f2a7-4ee5-bace-1ad67b504da9/file/mp3/file.mp3"
"Lets Talk","Moavii","Instrumental","121","https://data.freetouse.com/music/tracks/fcd792bb-731e-4318-a34e-6d4c30136e41/file/mp3/file.mp3"
"Robotnik","Zambolino","Electronic","107","https://data.freetouse.com/music/tracks/c373adbb-37c8-4d52-9837-0e53e992177d/file/mp3/file.mp3"
"The Era of Rock","Pufino","Rock","207","https://data.freetouse.com/music/tracks/dff10ecb-176f-441f-95e5-7fdd3209598f/file/mp3/file.mp3"
"Watching the Waves","Aventure","Hip Hop/Rap","174","https://data.freetouse.com/music/tracks/5673169d-c8b1-42dc-8378-713706ef57f1/file/mp3/file.mp3"
"Apache Flute","Walen","World","150","https://data.freetouse.com/music/tracks/6dd01b02-95cc-427d-99e4-db5d54a4b129/file/mp3/file.mp3"
"Know Me","Moavii","Instrumental","161","https://data.freetouse.com/music/tracks/813c7a4d-093f-41ac-9d8a-015e4963bf97/file/mp3/file.mp3"
"Cuckoo","Zambolino","Soundtrack","69","https://data.freetouse.com/music/tracks/37f1982b-2c6c-4a3d-893d-0b5c14a23d15/file/mp3/file.mp3"
"Feeling Good","Avanti","Instrumental","111","https://data.freetouse.com/music/tracks/5fe9a901-c7b7-4735-a8b8-51cb564d78e0/file/mp3/file.mp3"
"Eternity","Pufino","Soundtrack","350","https://data.freetouse.com/music/tracks/48466995-d790-4bed-97f9-cfbff9558673/file/mp3/file.mp3"
"sable","massobeats","Easy Listening","168","https://data.freetouse.com/music/tracks/b84080cc-801e-46c8-94de-6ad02cae37d9/file/mp3/file.mp3"
"Slide Away","Moavii","Instrumental","142","https://data.freetouse.com/music/tracks/0460ee7d-8335-4def-9c3d-ffb561a7d0e9/file/mp3/file.mp3"
"Limit","Zambolino","Rock","230","https://data.freetouse.com/music/tracks/f95388fb-e64d-4397-9afb-e03b542dda38/file/mp3/file.mp3"
"Espresso Loop","Avanti","Jazz","117","https://data.freetouse.com/music/tracks/c0d924fd-9d06-4958-bdd2-d54c9fbae7f0/file/mp3/file.mp3"
"Digital Mayham","Pufino","Electronic","177","https://data.freetouse.com/music/tracks/20b13b5e-6f19-4b38-8b1e-f5780ccb4e04/file/mp3/file.mp3"
"Mountains","Zambolino","Orchestral","114","https://data.freetouse.com/music/tracks/65b5fa6c-14e8-4e02-ad1d-cc9c192a826b/file/mp3/file.mp3"
"Out & About","Moavii","Instrumental","131","https://data.freetouse.com/music/tracks/7e3ceb65-8144-4d6b-9e07-0381969545ed/file/mp3/file.mp3"
"Classic Rock","Pufino","Rock","188","https://data.freetouse.com/music/tracks/c23eafeb-03e4-461b-983a-7f8795c0ef33/file/mp3/file.mp3"
"Bomb","Zambolino","Electronic","145","https://data.freetouse.com/music/tracks/99984a9b-d4d0-4441-9ab4-75cd43a5c51e/file/mp3/file.mp3"
"Moving On","Limujii","Electronic","159","https://data.freetouse.com/music/tracks/c1d122ca-f5de-44ae-933a-8c093b382834/file/mp3/file.mp3"
"Never Gonna","Moavii","Instrumental","143","https://data.freetouse.com/music/tracks/490acc74-0b1f-45fc-b7b7-ee0cfe4d2266/file/mp3/file.mp3"
"Waveform Love","Avanti","Electronic","100","https://data.freetouse.com/music/tracks/50345b7f-ccf9-483d-b934-67474a250b4c/file/mp3/file.mp3"
"Forgiveness","Zambolino","World","126","https://data.freetouse.com/music/tracks/8b74f758-1eff-4655-ad28-cc2e6632aad6/file/mp3/file.mp3"
"dainty","massobeats","Easy Listening","161","https://data.freetouse.com/music/tracks/8c14a3db-7e5d-442f-9b71-2f3e391b2e35/file/mp3/file.mp3"
"Ascension","Alegend","Soundtrack","165","https://data.freetouse.com/music/tracks/0b71b10c-c045-4604-8952-007233424059/file/mp3/file.mp3"
"The Island Of Haying","Moavii","Instrumental","149","https://data.freetouse.com/music/tracks/6149aa16-f021-40d4-997e-4e91f4eceadd/file/mp3/file.mp3"
"Imbolc","Zambolino","Folk","128","https://data.freetouse.com/music/tracks/078f64cf-bc7b-4e54-a3c2-e66fba21547c/file/mp3/file.mp3"
"Research Station","Project Ex","Soundtrack","168","https://data.freetouse.com/music/tracks/577e7429-ff1c-4b62-a2e9-397ce14c4791/file/mp3/file.mp3"
"Fly With Me","Moavii","Easy Listening","126","https://data.freetouse.com/music/tracks/f9ed5409-c0c0-4a64-944a-b1d800c14518/file/mp3/file.mp3"
